image_path,blazer_color,tie_color,shoe_color,shirt_color,pant_color
./image_dataset\men_wearing_tweed_blazer_with_blue_tie\000003.jpg,tweed,blue tie,,pale brown,baby pink
./image_dataset\men_wearing_tweed_blazer_with_blue_tie\000004.jpg,tweed,blue tie,,pale brown,Blue
./image_dataset\men_wearing_tweed_blazer_with_blue_tie\000005.jpg,tweed,blue tie,,beige,brown
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_beige_shoes\000001.jpg,tweed,blue tie,beige shoes,baby pink,brown
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_beige_shoes\000002.jpg,tweed,blue tie,beige shoes,baby pink,brown
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_beige_shoes\000003.jpg,tweed,blue tie,beige shoes,black,baby pink
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_beige_shoes\000004.jpg,tweed,blue tie,beige shoes,baby pink,Blue
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_beige_shoes\000005.jpg,tweed,blue tie,beige shoes,black,baby pink
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_black_shoes\000001.jpg,tweed,blue tie,black shoes,black,white
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_black_shoes\000002.jpg,tweed,blue tie,black shoes,baby pink,white
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_black_shoes\000003.jpg,tweed,blue tie,black shoes,beige,black
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_black_shoes\000004.jpg,tweed,blue tie,black shoes,black,white
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_black_shoes\000005.jpg,tweed,blue tie,black shoes,black,Blue
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_brown_shoes\000001.jpg,tweed,blue tie,brown shoes,white,Blue
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_brown_shoes\000002.jpg,tweed,blue tie,brown shoes,white,Blue
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_brown_shoes\000003.jpg,tweed,blue tie,brown shoes,white,brown
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_brown_shoes\000004.jpg,tweed,blue tie,brown shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_brown_shoes\000005.jpg,tweed,blue tie,brown shoes,baby pink,Blue
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_white_shoes\000001.jpg,tweed,blue tie,white shoes,black,white
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_white_shoes\000002.jpg,tweed,blue tie,white shoes,white,white
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_white_shoes\000003.jpg,tweed,blue tie,white shoes,baby pink,black
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_white_shoes\000004.jpg,tweed,blue tie,white shoes,black,baby pink
./image_dataset\men_wearing_tweed_blazer_with_blue_tie_and_white_shoes\000005.jpg,tweed,blue tie,white shoes,white,black
./image_dataset\men_wearing_tweed_blazer_with_brown_shoes\000001.jpg,tweed,,brown shoes,beige,baby pink
./image_dataset\men_wearing_tweed_blazer_with_brown_shoes\000002.jpg,tweed,,brown shoes,baby pink,white
./image_dataset\men_wearing_tweed_blazer_with_brown_shoes\000003.jpg,tweed,,brown shoes,black,Blue
./image_dataset\men_wearing_tweed_blazer_with_brown_shoes\000004.jpg,tweed,,brown shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_brown_shoes\000005.jpg,tweed,,brown shoes,beige,black
./image_dataset\men_wearing_tweed_blazer_with_green_tie\000001.jpg,tweed,green tie,,pale brown,black
./image_dataset\men_wearing_tweed_blazer_with_green_tie\000002.jpg,tweed,green tie,,black,white
./image_dataset\men_wearing_tweed_blazer_with_green_tie\000003.jpg,tweed,green tie,,beige,baby pink
./image_dataset\men_wearing_tweed_blazer_with_green_tie\000004.jpg,tweed,green tie,,white,black
./image_dataset\men_wearing_tweed_blazer_with_green_tie\000005.jpg,tweed,green tie,,white,baby pink
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_beige_shoes\000001.jpg,tweed,green tie,beige shoes,black,black
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_beige_shoes\000002.jpg,tweed,green tie,beige shoes,baby pink,Blue
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_beige_shoes\000003.jpg,tweed,green tie,beige shoes,pale brown,white
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_beige_shoes\000004.jpg,tweed,green tie,beige shoes,black,baby pink
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_beige_shoes\000005.png,tweed,green tie,beige shoes,white,white
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_black_shoes\000001.jpg,tweed,green tie,black shoes,baby pink,brown
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_black_shoes\000002.jpg,tweed,green tie,black shoes,beige,white
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_black_shoes\000003.jpg,tweed,green tie,black shoes,white,baby pink
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_black_shoes\000004.jpg,tweed,green tie,black shoes,beige,baby pink
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_black_shoes\000005.png,tweed,green tie,black shoes,pale brown,brown
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_brown_shoes\000001.jpg,tweed,green tie,brown shoes,pale brown,brown
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_brown_shoes\000002.jpg,tweed,green tie,brown shoes,black,black
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_brown_shoes\000003.jpg,tweed,green tie,brown shoes,baby pink,baby pink
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_brown_shoes\000004.jpg,tweed,green tie,brown shoes,white,white
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_brown_shoes\000005.jpg,tweed,green tie,brown shoes,beige,brown
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_grey_shoes\000001.jpg,tweed,green tie,grey shoes,beige,white
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_grey_shoes\000002.jpg,tweed,green tie,grey shoes,beige,brown
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_grey_shoes\000003.jpg,tweed,green tie,grey shoes,black,baby pink
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_grey_shoes\000004.jpg,tweed,green tie,grey shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_grey_shoes\000005.jpg,tweed,green tie,grey shoes,pale brown,baby pink
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_white_shoes\000001.jpg,tweed,green tie,white shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_white_shoes\000002.jpg,tweed,green tie,white shoes,pale brown,black
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_white_shoes\000003.jpg,tweed,green tie,white shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_white_shoes\000004.jpg,tweed,green tie,white shoes,pale brown,black
./image_dataset\men_wearing_tweed_blazer_with_green_tie_and_white_shoes\000005.jpg,tweed,green tie,white shoes,beige,black
./image_dataset\men_wearing_tweed_blazer_with_grey_shoes\000001.jpg,tweed,,grey shoes,black,white
./image_dataset\men_wearing_tweed_blazer_with_grey_shoes\000002.jpg,tweed,,grey shoes,pale brown,baby pink
./image_dataset\men_wearing_tweed_blazer_with_grey_shoes\000003.jpg,tweed,,grey shoes,baby pink,brown
./image_dataset\men_wearing_tweed_blazer_with_grey_shoes\000004.jpg,tweed,,grey shoes,pale brown,brown
./image_dataset\men_wearing_tweed_blazer_with_grey_shoes\000005.jpg,tweed,,grey shoes,baby pink,Blue
./image_dataset\men_wearing_tweed_blazer_with_purple_tie\000001.jpg,tweed,purple tie,,beige,brown
./image_dataset\men_wearing_tweed_blazer_with_purple_tie\000002.jpg,tweed,purple tie,,black,baby pink
./image_dataset\men_wearing_tweed_blazer_with_purple_tie\000003.jpg,tweed,purple tie,,pale brown,baby pink
./image_dataset\men_wearing_tweed_blazer_with_purple_tie\000004.jpg,tweed,purple tie,,baby pink,brown
./image_dataset\men_wearing_tweed_blazer_with_purple_tie\000005.jpg,tweed,purple tie,,black,black
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_beige_shoes\000001.jpg,tweed,purple tie,beige shoes,black,Blue
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_beige_shoes\000002.jpg,tweed,purple tie,beige shoes,beige,baby pink
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_beige_shoes\000003.jpg,tweed,purple tie,beige shoes,pale brown,Blue
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_beige_shoes\000004.jpg,tweed,purple tie,beige shoes,pale brown,Blue
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_beige_shoes\000005.jpg,tweed,purple tie,beige shoes,beige,baby pink
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_black_shoes\000001.jpg,tweed,purple tie,black shoes,black,black
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_black_shoes\000002.jpg,tweed,purple tie,black shoes,black,black
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_black_shoes\000003.jpg,tweed,purple tie,black shoes,pale brown,baby pink
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_black_shoes\000004.jpg,tweed,purple tie,black shoes,white,brown
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_black_shoes\000005.jpg,tweed,purple tie,black shoes,pale brown,brown
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_brown_shoes\000001.jpg,tweed,purple tie,brown shoes,baby pink,Blue
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_brown_shoes\000002.jpg,tweed,purple tie,brown shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_brown_shoes\000003.jpg,tweed,purple tie,brown shoes,baby pink,Blue
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_brown_shoes\000004.jpg,tweed,purple tie,brown shoes,white,brown
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_brown_shoes\000005.jpg,tweed,purple tie,brown shoes,black,black
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_grey_shoes\000001.jpg,tweed,purple tie,grey shoes,baby pink,black
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_grey_shoes\000002.jpg,tweed,purple tie,grey shoes,beige,black
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_grey_shoes\000003.jpg,tweed,purple tie,grey shoes,baby pink,brown
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_grey_shoes\000004.jpg,tweed,purple tie,grey shoes,black,Blue
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_grey_shoes\000005.jpg,tweed,purple tie,grey shoes,pale brown,Blue
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_white_shoes\000001.jpg,tweed,purple tie,white shoes,baby pink,black
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_white_shoes\000002.jpg,tweed,purple tie,white shoes,white,black
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_white_shoes\000003.jpg,tweed,purple tie,white shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_white_shoes\000004.jpg,tweed,purple tie,white shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_purple_tie_and_white_shoes\000005.jpg,tweed,purple tie,white shoes,beige,Blue
./image_dataset\men_wearing_tweed_blazer_with_red_tie\000001.jpg,tweed,red tie,,pale brown,white
./image_dataset\men_wearing_tweed_blazer_with_red_tie\000002.png,tweed,red tie,,white,Blue
./image_dataset\men_wearing_tweed_blazer_with_red_tie\000003.jpg,tweed,red tie,,black,brown
./image_dataset\men_wearing_tweed_blazer_with_red_tie\000004.jpg,tweed,red tie,,beige,baby pink
./image_dataset\men_wearing_tweed_blazer_with_red_tie\000005.jpg,tweed,red tie,,beige,brown
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_beige_shoes\000001.jpg,tweed,red tie,beige shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_beige_shoes\000002.jpg,tweed,red tie,beige shoes,pale brown,baby pink
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_beige_shoes\000003.png,tweed,red tie,beige shoes,white,brown
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_beige_shoes\000004.jpg,tweed,red tie,beige shoes,pale brown,Blue
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_beige_shoes\000005.jpg,tweed,red tie,beige shoes,pale brown,baby pink
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_black_shoes\000001.png,tweed,red tie,black shoes,pale brown,white
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_black_shoes\000002.jpg,tweed,red tie,black shoes,pale brown,brown
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_black_shoes\000003.jpg,tweed,red tie,black shoes,beige,white
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_black_shoes\000004.jpg,tweed,red tie,black shoes,black,white
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_black_shoes\000005.jpg,tweed,red tie,black shoes,white,baby pink
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_brown_shoes\000001.jpg,tweed,red tie,brown shoes,beige,black
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_brown_shoes\000002.png,tweed,red tie,brown shoes,black,white
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_brown_shoes\000003.jpg,tweed,red tie,brown shoes,black,white
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_brown_shoes\000004.jpg,tweed,red tie,brown shoes,pale brown,black
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_brown_shoes\000005.jpg,tweed,red tie,brown shoes,white,Blue
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_grey_shoes\000001.png,tweed,red tie,grey shoes,beige,black
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_grey_shoes\000002.jpg,tweed,red tie,grey shoes,beige,Blue
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_grey_shoes\000003.jpg,tweed,red tie,grey shoes,white,Blue
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_grey_shoes\000004.jpg,tweed,red tie,grey shoes,pale brown,black
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_grey_shoes\000005.jpg,tweed,red tie,grey shoes,white,white
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_white_shoes\000001.jpg,tweed,red tie,white shoes,white,Blue
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_white_shoes\000002.png,tweed,red tie,white shoes,black,black
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_white_shoes\000003.jpg,tweed,red tie,white shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_white_shoes\000004.jpg,tweed,red tie,white shoes,pale brown,white
./image_dataset\men_wearing_tweed_blazer_with_red_tie_and_white_shoes\000005.jpg,tweed,red tie,white shoes,black,Blue
./image_dataset\men_wearing_tweed_blazer_with_tie\000001.jpg,tweed,tie,,black,baby pink
./image_dataset\men_wearing_tweed_blazer_with_tie\000002.jpg,tweed,tie,,black,white
./image_dataset\men_wearing_tweed_blazer_with_tie\000003.jpg,tweed,tie,,black,brown
./image_dataset\men_wearing_tweed_blazer_with_tie\000004.jpg,tweed,tie,,black,brown
./image_dataset\men_wearing_tweed_blazer_with_tie\000005.png,tweed,tie,,beige,black
./image_dataset\men_wearing_tweed_blazer_with_white_shoes\000001.jpg,tweed,,white shoes,baby pink,brown
./image_dataset\men_wearing_tweed_blazer_with_white_shoes\000002.jpg,tweed,,white shoes,black,baby pink
./image_dataset\men_wearing_tweed_blazer_with_white_shoes\000003.jpg,tweed,,white shoes,white,black
./image_dataset\men_wearing_tweed_blazer_with_white_shoes\000004.jpg,tweed,,white shoes,black,brown
./image_dataset\men_wearing_tweed_blazer_with_white_shoes\000005.jpg,tweed,,white shoes,baby pink,Blue
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie\000001.jpg,tweed,yellow tie,,pale brown,white
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie\000002.jpg,tweed,yellow tie,,pale brown,baby pink
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie\000003.jpg,tweed,yellow tie,,black,baby pink
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie\000004.jpg,tweed,yellow tie,,black,baby pink
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie\000005.jpg,tweed,yellow tie,,black,Blue
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie_and_beige_shoes\000001.jpg,tweed,yellow tie,beige shoes,white,brown
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie_and_beige_shoes\000002.png,tweed,yellow tie,beige shoes,white,white
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie_and_beige_shoes\000003.png,tweed,yellow tie,beige shoes,beige,white
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie_and_beige_shoes\000004.jpg,tweed,yellow tie,beige shoes,white,Blue
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie_and_beige_shoes\000005.jpg,tweed,yellow tie,beige shoes,beige,black
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie_and_black_shoes\000001.jpg,tweed,yellow tie,black shoes,beige,brown
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie_and_black_shoes\000002.jpg,tweed,yellow tie,black shoes,white,baby pink
./image_dataset\men_wearing_tweed_blazer_with_yellow_tie_and_black_shoes\000003.jpg,tweed,yellow tie,black shoes,white,black
